gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,avg_monthly_spend,charges_to_avg_ratio,log_monthly_charges,log_total_charges,tenure_group_encoded,num_add_on_services,has_protective_services,has_streaming,is_month_to_month,is_electronic_check,is_auto_payment,senior_alone,early_tenure,high_risk_combo,contract_encoded,internet_dsl,internet_fiber_optic,internet_no,payment_bank_transfer_automatic,payment_credit_card_automatic,payment_electronic_check,payment_mailed_check
0,0,0,0,-0.8379018057550162,1,0,0,0,0,0,0,0,0,-1.5046624478951778,-0.9147861204994445,-1.5429472767375185,1.3839353703950303,-1.7548081426643478,-1.0096664680935419,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1,0,1,0,-0.8379018057550162,1,0,1,0,0,1,0,0,0,0.5264964683129039,-0.6308340242838982,0.23851044645493458,2.3079245128986323,0.6166199519074657,-0.12408600559274828,0,2,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
1,0,0,0,1.3218163049693654,1,1,0,1,1,1,0,1,1,0.30561001217580286,1.1003903951748224,0.2957148518842243,0.020131584759691522,0.47044995566457953,0.9860873641337915,3,4,1,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0
1,0,0,0,-1.041648797332788,1,1,0,0,0,0,0,0,1,-1.326956802732247,-0.9444074968884367,-1.4275564615144816,2.834145514095602,-1.3582620712615263,-1.2451083919412407,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
1,1,0,0,-1.2453957889105598,0,0,0,0,0,0,0,0,1,-1.3468864077972482,-0.9907513268620155,-1.36469121451125,0.529641698787091,-1.3984576647761204,-1.99404136676622,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.5119066192305812,1,0,0,0,0,0,1,0,0,0.45840365100748176,-0.290298067384632,0.5647755639063553,-0.83477058251261,0.5728661083752372,0.289778697555977,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,1.3218163049693654,1,1,1,1,0,0,1,0,1,0.9201061683466861,1.611403086514594,0.8875898798437991,0.13747944404352533,0.8498546835017203,1.12655867613884,3,3,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0
1,1,1,0,0.506828338658278,1,1,1,0,1,1,0,1,0,0.3371652201953888,0.5179392063271777,0.40847638400329134,-0.6091051272018391,0.49210512865275635,0.7769292980627492,2,4,1,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0
1,0,1,1,-0.8379018057550162,1,0,0,0,0,0,1,0,1,-0.28895653893007905,-0.7353438656088586,-0.4171630507980685,1.4202855782075885,0.0015123242786175316,-0.33182638948182785,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
0,1,1,0,-1.0823981956483424,1,1,0,0,0,0,0,1,1,0.6427524978587467,-0.8029148837068933,0.46832704021455507,1.2432644941922906,0.6888486840613456,-0.5133475317172563,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,1,0,0,0.5883271352893868,1,0,1,0,0,0,0,1,0,0.6809509075666667,0.7649085306861412,0.6951839925862395,-0.16698118524742117,0.7119357934394642,0.8739551791427613,2,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,1,1,-1.0008993990172337,1,0,0,0,0,0,0,0,0,-1.5113056495835118,-0.9403642229599688,-1.4798752361586185,-0.7981739131066936,-1.7715556803894574,-1.207474394005614,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1
0,0,1,0,0.9958211184449305,0,0,1,0,1,1,0,1,1,-0.501538992956763,0.21119974563434313,-0.5353981846759147,0.3872750568851208,-0.20279067561785502,0.6318538252058452,3,4,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,0,-1.4830720424080928,-0.9970359809030036,-1.6012630650760424,4.399327337578557,-1.7014750553766411,-2.2205490282378446,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1,0,0,0,-0.7564030091239073,1,1,0,0,0,0,0,0,1,-1.3352608048426642,-0.8702441843418132,-1.3902154501366222,1.510562205040718,-1.3748965573113938,-0.7652374223639986,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,1,0,1,0.4966020607154017,-0.9764899965382353,0.49479661790012663,-0.05099228284775876,0.5975474658141328,-1.6618915607612912,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,1,0,0.1808331521338431,1,1,1,0,1,1,0,1,1,1.136010223217537,0.6384683231622087,1.207016048564761,-0.49278285014208306,0.9655492812757456,0.8260954207269723,2,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.7564030091239073,1,1,0,0,0,1,1,0,1,0.8287621451320953,-0.4937362740680808,0.6344709072945248,1.3014657916159935,0.7984704044099737,0.07510176357499507,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1.0773199150760393,1,0,0,0,1,0,0,1,1,-0.1212156962996486,0.59052036820614,-0.10612448313745428,-0.19068426125555904,0.14720963303831366,0.8069806925959597,3,2,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
0,0,1,1,1.607062093178246,1,0,0,0,0,0,0,0,0,-1.5046624478951778,-0.40522373393836253,-1.516431744924021,0.5001188540289601,-1.7548081426643478,0.17732525339961785,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
0,0,0,0,-1.0008993990172337,1,0,0,0,0,0,0,0,0,-1.5212704521160125,-0.9426935003318035,-1.501795355179482,-0.4591865126163282,-1.7969858633468567,-1.2288873772588285,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0,0,0,-1.2861451872261143,1,1,0,0,0,0,0,1,0,0.6909157100991673,-0.9739190017032855,0.6883554047258659,-0.05099228284775876,0.7179080423450963,-1.6166501273168123,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0,-1.1231475939638966,1,0,0,0,0,0,0,0,0,-1.4863936432522598,-0.9633713305855435,-1.4239168945827154,-1.5850150241400658,-1.7095735812182142,-1.4583648547784291,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1,0,0,0,1.0365705167604848,1,1,0,0,0,0,0,0,1,-1.3186528006218294,-0.36367030459742483,-1.3094416757429834,-0.143857319346753,-1.3417864652516174,0.2202696111218517,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
0,0,0,0,-0.9194006023861249,1,1,0,0,0,1,1,1,1,1.1127590173083683,-0.5465405526012768,1.3509220211678201,-1.4145934841914551,0.9534562123673156,0.005435587938904666,0,3,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,1,1,0.14008375381828872,1,0,0,0,0,0,0,0,0,-1.4863936432522598,-0.6960977393249269,-1.4906514791573446,0.25221253753427275,-1.7095735812182142,-0.24583179962000556,2,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0
1,1,1,0,-1.041648797332788,0,0,1,0,0,0,0,0,0,-1.1691807626343174,-0.9147421718697873,-1.108503516197329,-1.1099442720021342,-1.0693327561392048,-1.0093736086274179,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,0,0,1,-0.8786512040705705,0,0,1,0,0,1,0,0,1,-0.9615807098738838,-0.8346897429490912,-0.9395236229367626,-0.34703175923750135,-0.7506358607451264,-0.620191618685646,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
0,0,0,0,-1.2046463905950056,0,0,0,1,0,0,0,0,0,-1.1891103676993187,-0.9683375257368138,-1.0641512178729937,-2.231001303815442,-1.1032679391299491,-1.5281116941838708,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.163896992279451,1,0,0,0,0,0,0,0,0,-1.5030016474730943,-0.9772151489275799,-1.5028293230578247,0.12512594274391026,-1.750646541524458,-1.6752442310494746,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0,1,1,-0.715653610808353,1,0,0,0,0,0,0,0,0,-0.6211166233467728,-0.7305974136058747,-0.7400091811317697,1.644980017820707,-0.3293226999807173,-0.32079924212210087,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,1,-1.2453957889105598,1,0,0,0,0,0,0,0,0,0.17938918009745933,-0.9469565174085576,0.2838671707182312,-0.9011147269553821,0.381003796907671,-1.270008286508827,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,0,1,1,-0.1859114327061462,1,0,0,1,1,0,1,1,0,1.1742086329254566,0.21849521815744796,1.1570087310695063,0.025020893434252327,0.9852342407299645,0.6357092967011075,2,4,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0.01783555887162562,1,1,1,0,0,0,0,1,1,0.8520133510412641,0.30226130628418235,0.8469723437356146,-0.03880163834295293,0.811695967390693,0.6784088288829488,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1.607062093178246,1,0,1,0,1,1,1,1,1,1.2987686645817167,2.2615351650344167,1.2720187835182961,0.07465105297246784,1.0479070157127266,1.2701079362029337,3,5,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0
0,0,1,0,-0.8379018057550162,1,0,1,0,0,1,0,0,0,-0.35871015665758454,-0.7081616381658443,-0.2466272820634253,-1.1950520495995698,-0.06289451635557089,-0.2710727885037182,0,2,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,1,1,0,-0.2266608310217006,1,0,1,0,0,0,0,0,1,0.3388260206174722,-0.1637040396568993,0.21380244367320622,0.9808024861527501,0.4932373786676866,0.3945610154992196,2,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,0,-0.022913839443928746,1,1,0,0,0,0,0,1,1,0.6643429033458319,0.14951784391038106,0.5812880309234874,0.5302311438341061,0.7019358649368114,0.5983063105863553,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0.16942437756495815,-0.9808189365594752,0.168889942646531,-0.05099228284775876,0.3737407005528436,-1.7460166054131658,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,1,0,0,1.4440644999160286,1,0,0,0,0,0,0,0,1,-1.494697645362677,-0.3981040559338867,-1.4712507276204427,-0.559017307712474,-1.7299878175304533,0.18488810947916282,3,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0
0,1,1,1,1.607062093178246,1,1,1,1,1,1,1,1,1,0.8354053468204293,1.9401608106657149,0.935979223056943,-0.7128483816696728,0.8022594950841173,1.2031091249508195,3,6,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1,0,0,0,0.09933435550273437,1,0,0,1,1,0,1,1,1,1.2406406498087952,0.5819943340526318,1.2773980424358455,-0.28922304720649356,1.0189428431388485,0.8035219342756525,2,4,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,1,0,1.607062093178246,1,1,1,1,1,1,0,0,0,0.10465316110370325,1.101730828379369,0.059289347542212774,0.3508997039860769,0.3257701721217088,0.9864986620065989,3,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1
1,0,0,1,0.9550717201293761,1,0,0,0,0,0,0,0,1,-1.4548384352326738,-0.46725722469958264,-1.418664337760735,-0.8692776695117409,-1.6341307780997063,0.107406700977976,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-1.2453957889105598,0,0,0,0,0,1,0,0,1,-1.1326431533484809,-0.9856752601366021,-1.173613950593533,0.8664543586310345,-1.0088008317787303,-1.8555361661004846,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.2046463905950056,1,0,0,0,0,0,1,0,1,0.47833325607248367,-0.9041066034927306,0.5477357732712689,-0.5703690488498535,0.5857873885367454,-0.9421283920217842,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,0,1.2810669066538112,1,1,0,0,0,0,0,0,1,-1.348547208219332,-0.30792146787719255,-1.3227121186505395,-0.5382038917549896,-1.4018499624983347,0.2737504670249541,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1,0,1,0,1.5255632965471373,0,0,1,0,1,1,0,0,1,-0.8586110837047086,0.17179979914661098,-0.877721885751255,0.2983453432104523,-0.6120264370352957,0.6106262045125748,3,3,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
0,0,1,0,1.2403175083382567,1,1,0,1,1,0,1,1,1,1.4117030932833927,2.009292005116583,1.4595181903331769,-0.341173516362953,1.1028268382845252,1.218117208094575,3,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.7513247285516043,1,0,0,0,0,0,0,0,1,-1.4996800466289273,-0.5734810625811761,-1.5037213737763946,0.2533171162236165,-1.7423533388397683,-0.03321707479934246,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1,0,1,1,-0.7971524074394618,1,0,1,0,0,0,0,0,1,-0.49987819253467936,-0.7534507010276491,-0.6553574355719526,2.024818502874876,-0.20109702517663064,-0.37570439092328095,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-0.7971524074394618,1,0,1,1,0,1,0,1,0,0.09302755814911869,-0.6414695926609548,-0.006852782275458513,0.8647194316056234,0.3170170689973824,-0.142431835139351,1,4,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1,0,0,-1.2046463905950056,1,1,0,1,0,0,0,0,1,0.47833325607248367,-0.9215102608370049,0.1109877414593445,3.1338782481438963,0.5857873885367454,-1.0561083063196477,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
0,0,1,0,1.5663126948626918,1,1,0,1,1,1,1,1,0,1.469831108056314,2.375801602143288,1.4413869290588674,0.07437442817419755,1.1304271524742893,1.2923542525170006,3,5,1,1,0,1,0,0,0,0,2,0,1,0,0,0,1,0
0,0,1,0,0.6698259319204956,1,0,0,0,0,0,0,0,1,-1.4930368449405937,-0.6059371255830615,-1.527188762216166,1.2156092101620812,-1.7258855972004217,-0.08306723304935397,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.4814112419860093,-1.0026614054991325,-1.4755325710695795,-0.05099228284775876,-1.697440005967581,-2.5245371707531516,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,1,-1.476428840719759,-0.9968601863843745,-1.59464567065465,4.346347342097294,-1.685391182807249,-2.213009514833532,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1,1,0,0,-1.2861451872261143,1,1,0,0,0,0,0,0,1,0.3122532138641368,-0.978929145484213,0.3111639227064766,-0.05099228284775876,0.4750315860759939,-1.707943134946289,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
0,0,0,0,-0.9194006023861249,0,0,0,0,0,1,0,0,1,-1.1758239643226511,-0.8801985489591821,-1.1610409011928866,-0.25191269293051977,-1.0805704690815625,-0.8124233994619793,0,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1
1,0,0,0,-1.2453957889105598,1,1,0,0,0,0,0,0,1,0.3820068315916423,-0.9402323770709972,0.5369825073365054,-1.1969804044954842,0.5224180053852324,-1.2062832286118597,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,0,0,0,0.14008375381828872,1,0,0,0,0,0,0,0,1,-1.5428608576030978,-0.7088208676107032,-1.5172589192266952,-0.6571486373017228,-1.8534054254605712,-0.2724808039255936,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
1,0,1,0,-0.3489090259683637,1,0,0,0,0,0,0,0,0,-1.49137604451851,-0.7769851922091109,-1.414459535055475,-1.9512623676339031,-1.7217931093121048,-0.43756875423825503,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-0.7971524074394618,1,1,0,0,0,0,0,1,1,0.651056499969164,-0.5215118080114681,0.687846374385759,-0.3230342980954395,0.6938939723489504,0.03939113503743406,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,1,0,1,0.486637258182901,-0.9445173684625798,0.375683518315056,0.8004847180060441,0.5911428192146867,-1.2461621721942784,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0,1,0,0,0.6698259319204956,1,1,0,0,1,0,0,1,1,0.8586565527295975,0.9730272664280881,0.8987952997694442,-0.3310603173414232,0.8154561494481576,0.945766837264768,3,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0.22158255044939748,0,0,1,1,0,1,1,1,1,-0.1660573076959023,-0.047745580306223195,-0.24086608560444922,0.7286753607390707,0.10945009004059894,0.4776303751119125,2,5,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1,0,0,1,1.3625657032849199,1,0,0,0,0,0,0,0,0,-1.476428840719759,-0.4152000728705602,-1.4701684710461775,-0.06260532920823488,-1.685391182807249,0.16657728213472148,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
1,1,1,0,-1.041648797332788,1,1,0,0,0,0,0,0,1,0.32720041766288765,-0.7983662005373671,0.14312937150610916,1.5201425029625975,0.4852959770382774,-0.49939730745718663,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,0,-0.7564030091239073,1,0,0,0,1,0,0,0,0,0.34380842188372235,-0.5607359599805712,0.27417741460119166,0.5048996806951782,0.4966296763898994,-0.014643693091190924,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,-0.8786512040705705,1,1,0,0,0,0,0,0,0,-1.3286176031543302,-0.8794733965698374,-1.246029300909456,-1.7347039391752417,-1.3615761603420398,-0.8088676119131366,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,1,0,1,-0.34376295285883346,-0.9876089998415215,-0.3423037764060626,-0.05099228284775876,-0.048889166057319945,-1.904875772866338,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,0,0,1,0.6290765336049412,1,0,0,0,0,0,0,0,0,-1.4963584457847605,-0.5999601119496742,-1.5048283276226204,0.3885632885869084,-1.734099816702465,-0.07359438702153226,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-0.7971524074394618,1,0,0,0,0,0,0,0,1,-1.4814112419860093,-0.8967891566547972,-1.4854586627016686,0.2430387846112501,-1.697440005967581,-0.8996061887248906,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
0,0,1,0,0.01783555887162562,1,0,1,0,1,1,1,1,1,1.2871430616271327,0.4655084911460686,1.219401307042638,0.31651046518888476,1.0421529575534985,0.754320400307444,2,5,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.1859114327061462,1,1,0,0,0,0,0,0,0,-1.3103487985114122,-0.7162042373931226,-1.3561831359694592,1.2150647264550762,-1.3254667329689058,-0.28846307762352846,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,1,0,-0.4711572209150268,1,1,1,0,1,0,1,1,1,1.308733467114218,-0.0446472019153864,1.3161413112029994,-0.12127776855622964,1.0528238347256607,0.47971032569312305,1,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,-0.022913839443928746,1,0,0,1,0,0,1,1,1,0.9616261788987729,0.24594113737840573,0.8081405834318588,0.9469377233687869,0.8727145838616714,0.6500118160179024,2,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-0.7564030091239073,1,0,0,0,0,1,1,1,1,0.15447717376620732,-0.6066842522872348,0.027088633616685582,1.097145743645386,0.3627883917864875,-0.08426112934103011,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.4814112419860093,-1.0026614054991325,-1.4755325710695795,-0.05099228284775876,-1.697440005967581,-2.5245371707531516,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,-0.8786512040705705,0,0,1,0,0,0,1,1,0,-0.47994858746967795,-0.7631633481819032,-0.4499868310814544,-0.3750583625040985,-0.18090187350544654,-0.40052459781876737,0,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,0,1,1,0.4660789403427237,1,0,1,0,0,1,0,0,0,-0.29061733935216244,0.05173214292298124,-0.33106172565608266,0.4004840331078308,6.446543686509152e-06,0.54128761944507,2,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,-1.2046463905950056,0,0,0,1,0,0,0,1,0,-0.820412673996789,-0.9709744435162493,-1.130325162086922,5.997465178352336,-0.5633128189874281,-1.5684391460832738,0,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-0.7041566444509462,-0.992377426159334,-0.701297423766622,-0.05099228284775876,-0.4229929871611044,-2.0454948494078833,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
1,0,0,0,0.14008375381828872,1,0,0,0,0,0,0,0,1,-1.4830720424080928,-0.705810386479181,-1.5109632037007867,0.9894302160398687,-1.7014750553766411,-0.26607562179242056,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.3030813470805062,0,0,0,1,0,1,0,0,0,-0.9632415102959672,-0.4038613264189875,-1.006607458883632,0.7624249235865018,-0.7529653450097672,0.17877930806594472,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,1,1,0.4253295420271693,0,0,1,0,1,1,1,1,1,-0.1527709043192346,0.1488586144655222,-0.11869740212039415,-0.3744091974607495,0.12072452779610165,0.5979382273646991,2,5,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,0,1,-1.0008993990172337,0,0,0,0,0,0,0,0,0,-1.3120095989334954,-0.9170494749267933,-1.2604672523743135,-1.07627533592045,-1.3287183509643665,-1.024930401695977,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
1,0,1,1,1.4440644999160286,1,1,0,0,0,0,0,0,0,-1.3037055968230782,-0.27058710698335153,-1.3300715370787428,0.7066806920097789,-1.312521210028152,0.30724830283401655,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
1,0,0,0,-0.14516203439059186,1,0,0,0,1,1,1,1,1,0.34380842188372235,-0.02546362506999309,0.4096261879765106,-0.5667816626265102,0.4966296763898994,0.49244186637811727,2,4,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,0,0,-1.2046463905950056,1,1,0,0,1,0,1,0,0,0.8652997544179315,-0.8845714376100794,1.0379744099894523,-1.137869834698584,0.8192081527453707,-0.8342893668927381,0,2,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
0,0,1,1,-0.7971524074394618,1,0,0,0,0,0,0,0,0,-1.5096448491614283,-0.8950312114685068,-1.4752780558995258,-0.8789452000933488,-1.7673535276760117,-0.8897930487562441,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
0,0,1,1,-0.26741022933725495,1,1,0,1,0,1,0,0,1,-0.1643965072738189,-0.3013511477434324,-0.09383334164126558,-0.7195870737758889,0.11086343123872458,0.27977249808235555,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,0.9958211184449305,0,0,0,1,1,1,1,1,1,-0.2490973288000757,0.42371334434201574,-0.2547103713018368,0.01867686136851854,0.037264543673469784,0.7357154220989547,3,5,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1,0,0,0,-1.163896992279451,1,0,0,0,1,0,0,1,0,0.6992197122095847,-0.8762211979752004,0.39801722448725707,2.2572613453999293,0.7228691698252461,-0.7931559974987894,0,2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,1,1,1.4848138982315828,1,0,0,0,0,0,0,0,0,-1.501340847051011,-0.3801070920892394,-1.4614586198907478,-1.0209500179969146,-1.7464949562814687,0.20362103392093397,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
1,1,0,0,1.2810669066538112,1,1,1,1,0,0,1,1,1,1.2788390595167152,1.8664150101008357,1.23504007120257,0.17568056461140524,1.0380311328066207,1.1867067783689054,3,4,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
1,1,0,0,-0.8786512040705705,1,0,0,0,0,0,0,1,1,0.4700292539620663,-0.6478641182760859,0.339137453669637,0.9712603464544377,0.5804152794429794,-0.15371725035917327,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
1,0,1,1,-1.041648797332788,1,0,1,0,0,0,1,1,0,0.15613797418829067,-0.7847860739732743,0.2891847198068501,-1.1292201292742687,0.3640087546501314,-0.4594499001130966,0,3,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,0,0,0.506828338658278,1,1,0,0,1,0,1,1,1,1.2339974481204619,1.06949450852577,1.3312352727641765,-0.6275982990108476,1.015601470983538,0.9765342464330198,2,3,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
0,0,1,1,1.4033151016004741,1,1,0,0,1,1,0,1,1,0.16278117587662463,1.0169978704001748,0.12898804195634164,0.23666245283356524,0.36888159076002713,0.9599721962939017,3,3,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1,0,1,0,0.6698259319204956,1,1,0,1,0,0,1,1,1,1.1310278219512864,1.121529686039964,1.126960358441753,-0.05220990313226662,0.9629650368436249,0.9925435417928068,3,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,0,1.4033151016004741,1,1,0,0,0,0,0,0,0,-1.3336000044205805,-0.3157003753265273,-1.3685184388967568,0.962314720489123,-1.3715568024717864,0.2665476327368508,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
1,0,0,0,0.506828338658278,1,0,0,0,0,0,0,0,0,-1.5328960550705968,-0.6304604609318116,-1.5128105596434256,-0.4836990197915016,-1.8271361436385298,-0.12345096913705556,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0.8735729234982674,1,1,0,0,1,1,0,1,1,0.9998245886066923,1.2143052432464365,0.9528367289845885,0.2234167818271333,0.8934814430125751,1.020141866930374,3,3,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0
0,0,1,1,0.7513247285516043,1,0,1,1,0,0,0,0,1,0.4700292539620663,0.7544707311425423,0.456584408937378,0.037739094267756,0.5804152794429794,0.8701353568333425,3,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,1,1.1180693133915935,1,1,1,0,1,1,1,1,1,0.6626821029237485,1.1791463395206299,0.5983864130716801,0.3922234894303249,0.7009326762863727,1.0098207544752296,3,5,1,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0
1,0,0,0,-0.5119066192305812,1,1,0,0,1,0,1,0,1,0.7872421345800087,-0.23749378885143602,0.7635455488389418,0.08936709327583989,0.774598132521052,0.3355597520806041,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
